,Headline,Snippet,Lead paragraph,Source,Date
4978,A Reminder to Enfold Yourself in Small Comforts,“I iron our masks” and other tales of magical thinking and pandemic-era coping.,"NASHVILLE — The scent of sun-dried sheets fresh off the clothesline can completely change my state of mind. Like the sense of well-being that comes over me when a song from my youth is playing on the radio, the smell of line-dried sheets takes me home to Alabama, back to a time when all my beloved elders were still alive, still humming as they shook out a wad of damp bedsheets and pinned them to the line.",The New York Times,2020-08-24 09:00:10+00:00
4979,Biden and Harris will be tested regularly for the coronavirus.,,"Joseph R. Biden Jr. and Senator Kamala Harris will be tested regularly for the coronavirus as Election Day approaches, the Biden campaign said on Monday, a day after a senior Biden official said Mr. Biden had not yet been tested.",The New York Times,2020-08-24 22:19:44+00:00
4980,"In South India, Amazon Builds Its Largest Office Yet","As Amazon signals its growth in India with its office in Hyderabad, its largest in the world, local business owners are pushing back.","The austere building is hardly distinguishable in the landscape of glass and concrete buildings making up Asia’s Silicon Valley, as Hyderabad, India, is known. It is one of Amazon’s latest developments, the online retailer’s largest office building in the world.",The New York Times,2020-08-25 13:00:13+00:00
4981,The House opens an investigation into Pompeo’s convention speech from Israel.,,Melania Trump will speak from the Rose Garden of the White House tonight. Secretary of State Mike Pompeo will endorse the president from a rooftop in Jerusalem. And President Trump appeared from the White House twice on the opening night of the Republican National Convention on Monday and plans to deliver his acceptance speech from the South Lawn.,The New York Times,2020-08-25 14:01:00+00:00
4982,How to Make It as a Paparazzo in a Pandemic? Focus on Influencers,"Fletcher Greene, 38, used to photograph all sorts of celebrities. Then, in March, the A-listers hid while Gen Z’s rising stars stayed in plain sight.","Fletcher Greene, 38, has an encyclopedic knowledge of the internet’s dramas and daily displays. He can tell you which influencers are feuding, who hosted a socially undistanced party last weekend, and where the Sway Boys ate lunch on Tuesday.",The New York Times,2020-08-25 21:53:01+00:00
4983,Toronto Raptors Complete Sweep of Undermanned Nets,"The defending champions ended the Nets’ season with a 150-122 win, but Toronto awaits the status of All-Star point guard Kyle Lowry ahead of its series with Boston after he left with an injury.","LAKE BUENA VISTA, Fla. — Norman Powell scored 29 points, his fellow reserve Serge Ibaka added 27 points and 15 rebounds and the Toronto Raptors cruised into the Eastern Conference semifinals by routing the Nets, 150-122, on Sunday to complete a sweep.",The New York Times,2020-08-24 02:03:14+00:00
4984,Trump’s Big Week,And what else you need to know today.,I’m happy to be back in your inboxes after an August break. And I’m grateful to my colleagues who did such a nice job filling in. Now let’s dive into the 2020 campaign …,The New York Times,2020-08-24 10:27:15+00:00
4985,"Bayern Munich Wins Champions League, a Victory for Tradition and Team","Kingsley Coman’s second-half goal gave the German champions a 1-0 victory over Paris St.-Germain, and their sixth title in European soccer’s top club competition.","In that moment of elation, the cameras hunted for despair. They found it in the slight, forlorn shape of Neymar, sitting on Paris St.-Germain’s bench, a perfect picture of heartbreak. Neymar, with tears in his eyes. Neymar, staring into the middle distance. Neymar, with his head in his hands.",The New York Times,2020-08-23 17:30:08+00:00
4986,Stephen Colbert Says Republicans Have Gone Full Cult for Trump,"“Welcome to the convention, everybody,” Colbert said on Monday in an imitation of the president. “Take off your masks and put on your matching Nikes and your MAGA hats. Then drink up our bleach-flavored Kool-Aid.”","Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. We’re all stuck at home at the moment, so here are the 50 best movies on Netflix right now.",The New York Times,2020-08-25 06:06:14+00:00
4987,Plot Twist! Why 2004 Was a Surprising Year for Movies,"Before franchises dominated completely, great actors joined flashy directors in originals like “Collateral” and M. Night Shyamalan’s “The Village.”","No one else is going to say it, so allow me: 2004 was a good movie year. So good that this month’s edition of The Box is a sequel to last month’s. That one was set the late June weekend that “Fahrenheit 9/11” opened up top and “The Notebook” was still a sleeper. This one finds us in the first full weekend of August, when “Collateral” knocked “The Village” to second place.",The New York Times,2020-08-24 16:01:47+00:00
4988,A Speech for Trump About Covid-19 (if Only He Would Give It),A reader crafts a speech for the president urging Americans to put aside differences and follow public health advice. Also: Children at risk of abuse; faster Covid test results; musical distraction.,To the Editor:,The New York Times,2020-08-23 16:00:11+00:00
4989,Champions League Final: What You Need to Know About P.S.G. vs. Bayern Munich,"P.S.G., the perennial French champion, will face Bayern Munich, Germany’s most decorated club, on Sunday.",Follow here for live updates from the Champions League final.,The New York Times,2020-08-23 02:22:28+00:00
4990,"Duncan Hunter’s Wife, Margaret, Is Sentenced for Stealing Campaign Funds","Unlike her husband, a former congressman, she quickly admitted her guilt and cooperated with investigators, officials said.","When Representative Duncan D. Hunter of California and his wife, Margaret, were accused by federal authorities in 2018 of spending nearly $250,000 of campaign funds to pay for a lavish lifestyle, they responded in two very different ways.",The New York Times,2020-08-25 00:46:45+00:00
4991,"Kellyanne Conway, Long-Serving Trump Aide, Is Leaving the White House",Ms. Conway said she was stepping away from her role as the president’s counselor to spend more time with her four teenage children.,"Kellyanne Conway, President Trump’s counselor and one of his longest-serving and most visible aides, said on Sunday night that she planned to leave the White House next week.",The New York Times,2020-08-24 04:01:24+00:00
4992,The Yankees’ Unexpected Break Keeps Growing. Next Comes the Cramming.,"After the postponement of their weekend series with the Mets and then a rainout on Tuesday, the Yankees are facing 22 games in 19 days, including four doubleheaders.","The Yankees were supposed to take the field for the first time in five days on Tuesday night, against the Braves in Atlanta. Then a rainstorm disrupted their season again, forcing a postponement that extended the Yankees’ layoff to six consecutive days and clogged their schedule even more in the coming weeks.",The New York Times,2020-08-25 19:13:19+00:00
4993,Private Infighting Roils Owners of Washington N.F.L. Team,"The team’s principal owner, Daniel Snyder, wanted to overhaul it this season, but, as court filings show, that task has been complicated by factions between him and the franchise’s other shareholders.","Michael MacCambridge spent five years writing his 2005 history of the N.F.L., visiting team after team around the country. From the stability of the Pittsburgh Steelers to the emerging dynasty in New England, he learned that great franchises thrived and overcame obstacles with a mix of talent, trust and patience.",The New York Times,2020-08-24 06:00:09+00:00
4994,"Belarus Protests, Russia’s Vaccine, Christchurch Sentencing: Your Monday Briefing",Here’s what you need to know.,(Want to get this briefing by email? Here’s the sign-up.),The New York Times,2020-08-24 03:00:42+00:00
4995,Watch Four Moments That Mattered on Day 1 of the R.N.C.,Two of our reporters break down highlights from the first night (and afternoon) of the Republican National Convention.,"Adam: So, first things first. I know Republicans had talked about this being an optimistic, uplifting convention. Maybe that happens on Night 2? We heard a pretty withering case against Joseph R. Biden Jr. that President Trump is obviously going to use this week and in the months ahead. We always knew this would be a negative campaign, but I think this is going to the most brutal campaign we’ve seen since George Bush defeated Michael Dukakis in 1988.",The New York Times,2020-08-25 09:00:22+00:00
4996,Virgin Islands Will Subpoena Billionaire Investor in Epstein Case,"The territory’s attorney general wants to know more about Leon Black’s dealings with Jeffrey Epstein, who died while facing sex-trafficking charges.","Officials in the U.S. Virgin Islands want the billionaire investor Leon Black, one of the most powerful men on Wall Street, to hand over information about his decades-long business ties to the convicted sex offender Jeffrey Epstein.",The New York Times,2020-08-23 09:00:09+00:00
4997,California Fires Live Updates: Firefighters Make Progress in ‘Marathon’ Battle,"As some evacuation orders lift, a sheriff warned that “this is a time when some people will realize they no longer have homes.”","Days into a grueling battle against fires that have burned through 1.4 million acres, firefighters in Northern California on Tuesday expressed with guarded optimism that they were at last getting sections of some of the largest wildfires in the state’s history under control.",The New York Times,2020-08-25 15:12:41+00:00
4998,At Least 14 Killed After Suicide Bombers Hit Philippines,Soldiers and civilians were among the dead. The explosions occurred in a town plaza and near a cathedral targeted in a suicide bombing last year.,"MANILA — Two powerful explosions set off by two suicide bombers ripped through heavily populated areas of a southern Philippine island on Monday, killing at least 14 people and wounding 75 others in a known stronghold of the extremist group Abu Sayyaf.",The New York Times,2020-08-24 06:32:30+00:00
4999,Dress Like You’re Ready for Anything,"This season, sharp shoulders, oversize tailoring and protective padding confer strength.",,The New York Times,2020-08-25 14:00:11+00:00
5000,The Met Is Reopening: Grab Your Timed Ticket and Give Your Bike to the Valet,"With fewer people and more protocols, the country’s largest museum is ready to welcome visitors again.",An Italian Renaissance study will be closed to visitors because it is too small to allow for social distancing.,The New York Times,2020-08-25 16:53:46+00:00
5001,"In Portland, a Prosecutor Must Decide: Which Protesters Should Go to Jail?",Portland’s new district attorney has refused to prosecute hundreds of low-level offenses tied to recent demonstrations against systemic racism and police brutality.,"Just weeks after President Trump’s administration agreed to pull back federal officers from demonstrations in Portland, Ore., where his attempt at a high-profile crackdown backfired, the fate of the city’s protests now rests to a large extent with an altogether different leader: A brand-new, 39-year-old district attorneywhose approach to enforcing the law is as contested as the demonstrations themselves.",The New York Times,2020-08-23 19:00:06+00:00
5002,What to Watch for on Day 2 of the Republican National Convention,"Three of President Trump’s family members will speak tonight, including his wife, Melania.","The second night of the Republican National Convention kicks off Tuesday evening, a day after speakers including Senator Tim Scott of South Carolina, former Ambassador Nikki Haley, Donald Trump Jr., and others painted a disjointed portrait of their Democratic opponents and the country.",The New York Times,2020-08-25 22:05:36+00:00
5003,Radical Break From Tradition: Trump Stages Part of His Convention From the White House,But President Trump’s convention speech and those of Melania Trump and Secretary of State Mike Pompeo are only the latest examples of how Mr. Trump has further blurred the lines between the government and his campaign.,"WASHINGTON — President Trump appeared from the White House twice on the opening night of the Republican National Convention on Monday, and he will deliver his acceptance speech this week from the South Lawn. Melania Trump will speak from the Rose Garden. And even Secretary of State Mike Pompeo will beam in to endorse the president from a rooftop in Jerusalem.",The New York Times,2020-08-24 23:39:56+00:00
5004,"Doctors Enter College Football’s Politics, but Maybe Just for Show","Universities have had mixed messages, competing agendas and a lack of transparency as they consider whether to hold college football in the fall, with billions of dollars at stake.","As Justin Fields, the star quarterback at Ohio State, was gathering more than 300,000 electronic signatures to beseech Big Ten university presidents to reverse their decision to postpone football this fall, he was applauded by his coach, Ryan Day, who in turn was being hailed by his athletic director, Gene Smith.",The New York Times,2020-08-23 16:14:22+00:00
5005,The Actors With Disabilities Redefining Representation,"These performers are creating a new template for the artist-as-activist, challenging their industry — and their audiences — to reconsider what inclusion really means.","RYAN O’CONNELL would like you to know that he is tired and pissed off and horny. He is tired of waiting for what he calls “our ‘Transparent’ moment” (some of his fellow actors call it, instead, “our ‘Pose’ moment”), by which he means a single piece of breakthrough pop culture that makes people aware of a heretofore ignored and stereotyped minority, a prizewinning, noisemaking event that kicks open the door to mainstream omnipresence and ultimately to normalization. He is pissed off that it hasn’t happened yet. “I think about this a lot,” he says. “Why, in this woke-ass culture that we live in, where so much attention is given to marginalized populations, do people with disabilities still largely go ignored?” The actor, who has cerebral palsy, is also, he says, “horny for representation that comes from actual disabled people, because we live in a dark hellscape of a capitalist country. Real power can only be accrued through opportunities, and you need to be given the keys to tell your own story.”",The New York Times,2020-08-25 13:00:16+00:00
5006,California Fires: Why This Year Is Different,Tuesday: The vast scale of wildfires rampaging across the state is an indication of what’s to come.,Good morning.,The New York Times,2020-08-25 12:54:01+00:00
5007,"Frank Cullotta, Mobster Turned Memoirist and YouTuber, Dies at 81","He testified in organized-crime cases, wrote memoirs, gave tours and spoke about his life on his YouTube channel, “Coffee with Cullotta.” He died of Covid-19.",This obituary is part of a series about people who have died in the coronavirus pandemic. Read about others here.,The New York Times,2020-08-24 21:56:46+00:00
5008,Where the Produce Includes Pepperoni: The Pizza Farm,"This Midwestern staple has grown ever more popular in the pandemic, bringing farmers and diners together in a socially distanced summer destination.","In parts of the Upper Midwest, the phrase “pizza farm” is as evocative of summer food as “juneberry pie,” “butter cow” and “rutabaga festival.” (The 88th annual celebration begins Saturday in Cumberland, Wis.)",The New York Times,2020-08-25 09:00:32+00:00
5009,"With Hacks and Cameras, Beijing’s Electronic Dragnet Closes on Hong Kong","Under a new national security law, the police are targeting the social media accounts of executives, politicians and activists. American internet giants are struggling to respond.","To get onto his Facebook account, the police used Tony Chung’s body.",The New York Times,2020-08-25 09:00:23+00:00
5010,Share Your Memories of Big Basin Redwoods State Park,"Though the forest is expected to survive, nearly all the structures in California’s oldest state park have burned down. Tell us what you loved most about the place.","The catastrophic wildfires barreling across California, which include the second- and third-largest in state history, have now burned through more than 1.4 million acres, claimed more than 1,000 homes and other buildings, and killed at least seven people.",The New York Times,2020-08-25 19:40:45+00:00
5011,"As Evictions Loom, Lawyers Are Gearing Up to Help","With a federal moratorium coming to an end, legal aid lawyers say they are preparing to defend renters in housing court.","Just a few weeks ago, Jessie Reed was worried about being evicted from her Omaha apartment with her three young children. Her landlord had already tried to force her out in May when she stopped paying rent after quitting her job at an Omaha Steaks warehouse. One of her children has severe asthma, and Ms. Reed was worried she would unwittingly catch the coronavirus at work and transmit it.",The New York Times,2020-08-24 07:00:11+00:00
5012,‘Sisters’ Builds a Gothic Plot to an Artful and Shocking Climax,"The new novel, by Daisy Johnson, features a pair of troubled siblings, an isolated house in the country and a mysterious, dark deed.",SISTERSBy Daisy Johnson,The New York Times,2020-08-25 09:00:06+00:00
5013,Roaming Through Lanzarote’s Otherworldly Vineyards,"The desolate beauty of the winemaking tradition on Lanzarote, the easternmost of the Canary Islands, is evidence of human resilience in the face of adversity.","At the onset of the coronavirus pandemic, with travel restrictions in place worldwide, we launched a series — The World Through a Lens — in which photojournalists help transport you, virtually, to some of our planet’s most beautiful and intriguing places. This week, Mónica R. Goya shares a collection of images from the Spanish island of Lanzarote.",The New York Times,2020-08-24 09:00:38+00:00
5014,Full Transcript: Nikki Haley’s R.N.C. Speech,The former ambassador to the United Nations and former governor of South Carolina warned about socialism in America.,"Nikki R. Haley, the former governor of South Carolina who served the Trump administration as ambassador to the United Nations, made the case for President Trump on Monday during the Republican National Convention, saying he had a record of “strength and success” and attempting to link Democrats to the “socialist left.”",The New York Times,2020-08-25 04:01:04+00:00
5015,Conflicting statements on Erdogan by Trump and the State Dept. highlight a disconnect.,,"President Trump has long resisted criticizing President Recep Tayyip Erdogan of Turkey — despite the authoritarian leader’s detention of American citizens and diplomatic employees, offensive against U.S.-backed Kurdish fighters in Syria and crackdown on protesters in Washington.",The New York Times,2020-08-25 15:28:06+00:00
5016,What’s on TV Saturday: A CNN Special and ‘Tesla’,"CNN examines the state of women’s rights in America, 100 years since the suffrage movement. And Ethan Hawke stars in an unorthodox biopic.","WOMEN REPRESENTED: THE 100 YEAR BATTLE FOR EQUALITY 10 p.m. on CNN. Last Tuesday, the United States celebrated the 100th anniversary of the ratification of the 19th Amendment, which gave women the right to vote. To commemorate the milestone, CNN’s Erin Burnett takes a look back at the history of the women’s suffrage movement, and examines where the country currently stands on gender equality and how far it still has to go. The 90-minute special features conversations with Melinda Gates, Roxane Gay, Cecile Richards and others who discuss the prospects of America’s first woman president, inequities in the workplace and the legacy of the #MeToo movement.",The New York Times,2020-08-24 14:29:35+00:00
5017,The R.N.C.’s Not-So-Subtle Undertones,The convention’s first night was a continuation of President Trump’s divisive culture war message.,"Hi. Welcome to On Politics, your guide to the day in national politics. I’m Giovanni Russonello, typically the morning newsletter writer, covering the evening shift during the conventions.",The New York Times,2020-08-25 22:52:03+00:00
5018,"On Mideast Trip, Pompeo Mixes Diplomacy With Partisan Politics",The secretary of state’s five-day tour is intended to discuss regional peace and security. He also planned to use Jerusalem as a backdrop for an address to the Republican National Convention.,"JERUSALEM — The backdrop for Secretary of State Mike Pompeo’s planned speech to the Republican National Convention promised to be spectacular: sweeping views of Jerusalem’s Old City, with the domes and spires of its holy sites.",The New York Times,2020-08-24 11:00:08+00:00
5019,The Extra Stigma of Mental Illness for African-Americans,"In my Black community, therapy was stigmatized as something for people who could not handle challenges.","I was a 22-year-old temp working for a high-profile company when I collapsed on the bathroom floor at work. I had no clue what was happening and neither did anyone around me. My heart was beating loudly, making it difficult to think, move or speak.",The New York Times,2020-08-25 09:00:06+00:00
5020,A Surge in Shootings,"Gun violence in the U.S. typically rises in summer, but the problem has been especially fierce this year. Why?",Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via Spotify | Via Stitcher,The New York Times,2020-08-24 10:00:07+00:00
5021,How a New Wave of Black Activists Changed the Conversation,George Floyd’s killing galvanized a nation. But small groups like the queer-led collective Black Visions are channeling that energy into a movement for political change.,"To hear more audio stories from publishers like The New York Times, download Audm for iPhone or Android.",The New York Times,2020-08-25 09:00:08+00:00
5022,5 Simple Ways to Improve Your Wi-Fi,"So long, sluggish internet.","For anyone used to working in a traditional office, working from home has revealed just how telecommuting-unfriendly a living space can be. While it may be uncomfortable to sit in a bad office chair or type under dim overhead lighting, a bad internet connection can really impede your productivity — or even grind it to a halt. Between Zoom meetings and remote learning, coupled with more members of the household hogging up bandwidth, you might have noticed a slower-than-usual connection.",The New York Times,2020-08-24 14:10:46+00:00
5023,"Aleksei Navalny, Putin Critic in a Coma, Was Poisoned, German Doctors Say","Once again, a prominent critic of Moscow has mysteriously fallen ill. And once again, poison appears to be the culprit.","BERLIN — Aleksei A. Navalny, the outspoken Russian dissident who fell into a coma last week, was a victim of poisoning, German doctors said Monday, adding him to the ranks of Russians stricken by mystery illness after drawing the wrath of Moscow.",The New York Times,2020-08-24 14:48:58+00:00
5024,Facebook Plans Legal Action After Thailand Tells It to Mute Critics,"After a warning from the government, the company restricted access to a Facebook group critical of the Thai monarchy. But it said it would challenge the order.","BANGKOK — Facebook is planning legal action against the government of Thailand for ordering the social media platform to partially shut down access to a group critical of the Thai monarchy, the company said on Tuesday.",The New York Times,2020-08-25 10:45:42+00:00
5025,Daughter of Immigrants to Be 1st Black Woman on N.J. Supreme Court,"Fabiana Pierre-Louis, 39, will also be the only Black judge currently seated on the state’s highest court.","Fabiana Pierre-Louis, a daughter of Haitian immigrants, is on track to become the first Black woman to sit on New Jersey’s highest court, serving at a time when the state and the country remain deeply divided over racial and economic injustice.",The New York Times,2020-08-24 16:15:08+00:00
5026,"In Salt Lake City, a Modernist Man Cave","On the site of a meth house, the founder of a real estate and design company builds his dream home: an unconventional sanctuary with a dark vibe.","When the coronavirus pandemic struck earlier this year, Cody Derrick was better prepared than many. He had already finished building a house in Salt Lake City that was designed to serve as a refuge.",The New York Times,2020-08-25 09:00:36+00:00
5027,Your Monday Briefing,"Christchurch massacre sentencing, China, TikTok: Here’s what you need to know.","The sentencing hearing for Brenton Tarrant, the Australian former fitness instructor who killed 51 people and wounded 40 last year at two mosques in Christchurch, New Zealand, will begin on Monday.",The New York Times,2020-08-23 19:36:33+00:00
5028,Summer Reading Week 9: ‘On Used Clothes Ban May Crimp Kenyan Style. It May Also Lift Local Design.’,"Thank you to the teenagers who participated this week, and congratulations to Lianna Paglia, our winner, and the many runners-up and honorable mentions.","Thank you to the 1,279 teenagers who participated in the ninth week of our 10-week Summer Reading Contest, and congratulations to Lianna Paglia, our winner, as well as to our many runners-up and honorable mentions.",The New York Times,2020-08-25 16:01:57+00:00
5029,"Republicans, Kenosha, Aleksei Navalny: Your Monday Evening Briefing",Here’s what you need to know at the end of the day.,(Want to get this briefing by email? Here’s the sign-up.) ,The New York Times,2020-08-24 21:51:03+00:00
5030,"Sophia Popov, Ranked 304th, Wins Women’s British Open","It was the German golfer’s first major championship, and the prize, $675,000, was more than six times her career earnings before Sunday.","TROON, Scotland — Sophia Popov marked her ball a few inches from the hole on the 18th green, pulled the brim of her cap over her face and began to cry in the arms of her caddie.",The New York Times,2020-08-23 17:47:09+00:00
5031,Michael Cohen says Trump ‘can’t be trusted’ in a new super PAC ad.,,"Michael D. Cohen, President Trump’s former personal lawyer who implicated the president when he pleaded guilty to campaign finance violations, is the focus a new super PAC ad repudiating Mr. Trump.",The New York Times,2020-08-25 19:18:36+00:00
5032,"As Census Count Resumes, Doubts About Accuracy Continue to Grow",Officials project optimism. But a chorus of experts says the pandemic and politics could lead to a deeply flawed count.,"WASHINGTON — With the 2020 census into its final stage, more than one in three people hired as census takers have quit or failed to show up.",The New York Times,2020-08-24 07:00:11+00:00
5033,Trump’s Rush to Proclaim Covid-19 Treatments,"Citing the president’s pressure on the F.D.A. to approve the expanded use of plasma, readers worry that hasty measures without sufficient testing will put patients at risk.",To the Editor:,The New York Times,2020-08-24 19:06:25+00:00
5034,The Incestuous Relationship Between Donald Trump and Fox News,"In his new book, “Hoax,” Brian Stelter examines Fox’s role as a White House propaganda organ masquerading as conservative journalism.","HOAXDonald Trump, Fox News and the Dangerous Distortion of TruthBy Brian Stelter",The New York Times,2020-08-23 18:50:03+00:00
5035,Scott Peterson’s Death Sentence Is Overturned,"The California Supreme Court upheld Mr. Peterson’s 2004 conviction for killing his wife, Laci Peterson, but it said the judge’s mistakes had denied him an impartial jury during sentencing.","The California Supreme Court on Monday overturned the death penalty for Scott Peterson, who was found guilty in 2004 of killing his pregnant wife, Laci, in a notorious case that became fodder for the tabloids and cable news and spawned at least one made-for-TV movie.",The New York Times,2020-08-24 20:34:45+00:00
5036,Why TikTok Will Lose,The Chinese-owned video app plans to sue the Trump administration over its order to force a sale. It faces long odds.,Want this delivered to your inbox each day? Sign up here.,The New York Times,2020-08-24 11:00:39+00:00
5037,"‘El Jefe,’ by Alan Feuer: An Excerpt","An excerpt from “El Jefe,” by Alan Feuer","It came in off the street one day—a tip, a lead, a rumor—whatever you cared to call it, it was one of the strangest things they had heard in their careers. Chapo Guzmán, the world-famous drug lord, had hired a young IT guy and the kid had built him a sophisticated system of high-end cell phones and secret servers, all of it ingeniously encrypted. The unconfirmed report—perhaps that was the best way to describe it—had arrived that Friday in June 2009 when a tipster walked into the lobby of the FBI’s field division office in New York. After his story had been vetted downstairs, it made its way up seven flights of stairs and landed with a curious thud among the crowded cubicles of C-23, the Latin American drug squad. For more than thirty years, the elite team of agents and their bosses had hunted some of the drug trade’s biggest criminals, and while tall tales of their antics circulated constantly through its squad room near the courts in Lower Manhattan, no one in the unit knew what to make of this one. The tipster’s account seemed credible enough but it was sorely lacking details: the only facts he had offered on the young technician were a first name—Christian—and that he was from Medellín, Colombia. All sorts of kooks spouting all sorts of nonsense showed up all the time at FBI facilities, claiming they had inside information on the Kennedy killing or knew someone who knew someone who knew where Jimmy Hoffa was. In what were still the early days of Internet telephony, it seemed a bit far-fetched that a twentysomething hacker had reached a deal with the world’s most wanted fugitive and furnished him in hiding with a private form of Skype. As alluring as it sounded, it was just the sort of thing that would probably turn out to be a myth.",The New York Times,2020-08-25 09:01:00+00:00
5038,"Outspoken Atheist, Arrested in Nigeria for Blasphemy, Hasn’t Been Seen Since","Mubarak Bala, head of the Humanist Association of Nigeria, was seized by the police and has disappeared in custody. Other Nigerian nonbelievers fear more detentions are coming.","DAKAR, Senegal — Amina Ahmed knew her atheist husband was taking enormous risks with some of his Facebook posts criticizing Christianity and Islam in Nigeria, a deeply religious country.",The New York Times,2020-08-25 14:33:19+00:00
5039,4 Years of Catastrophic Fires in California: ‘I’m Numb’,"For the eight million residents of the San Francisco Bay Area, a ring of fire across Northern California feels inescapable.","FREMONT, Calif. — Residents of the San Francisco suburbs are packing emergency “go bags” and drawing up inventories of their belongings, dreading the idea that they might need proof for an insurance adjuster if their homes burn.",The New York Times,2020-08-24 23:06:25+00:00
5040,Bettye LaVette Didn’t Know the Beatles’ ‘Blackbird.’ Then It Helped Her Fly.,"Ten years ago, the Fab Four’s song about civil rights gave the soul singer a creative spark. Now she’s releasing an album of tracks originally popularized by Black women.","In the summer of 2010, the soul singer Bettye LaVette stepped onstage at the Hollywood Bowl in Los Angeles with a 32-piece string section behind her and performed a four-decade-old song she’d only just learned: the Beatles’ “Blackbird.”",The New York Times,2020-08-24 14:00:07+00:00
5041,"Trump shifts into listening mode, if only briefly.","On the first night of the Republican National Convention, speakers celebrated President Trump and warned of the economic devastation they believe a Biden administration will bring.",President Trump was trying to rewrite history and enlist frontline health workers to the cause. The strain showed.,The New York Times,2020-08-25 14:00:52+00:00
5042,Kenosha Police Shooting of Black Man Is Investigated by Wisconsin Authorities,"The man was hospitalized in serious condition, the authorities said, and Kenosha declared an overnight curfew as protests grew around the city.","The Wisconsin Department of Justice is investigating the police shooting on Sunday of a Black man in Kenosha, Wis., as he opened the door of a parked vehicle on a residential street, officials said.",The New York Times,2020-08-24 03:04:52+00:00
5043,"C.D.C. Changes Testing Guidance to Exclude People Without Covid-19 Symptoms, Worrying Experts","The U.S. first lady, Melania Trump, called Covid-19 an “invisible enemy” and acknowledged the pandemic’s human toll. Kim Jong-un acknowledged ‘shortcomings’ in North Korea’s fight against the virus.",This briefing has ended. Read live coronavirus updates here.,The New York Times,2020-08-25 09:24:50+00:00
5044,Why N.Y.C.’s Future May Hinge on Businesses Outside Manhattan,"The four other boroughs, hit hard by the pandemic, have increasingly played a crucial role in the city’s expanding economy.","When the coronavirus outbreak crippled New York City’s economy, it not only emptied the streets and office towers in Manhattan.",The New York Times,2020-08-24 09:00:16+00:00
5045,Grievances on Parade,"The Republican Party may not have a platform, but it has a plan.","Republicans chose not to produce a platform for their convention, no statement of values or declaration of principle. Instead, the party has approved a resolution to “enthusiastically support” President Trump’s “America-first agenda,” whatever that may be. And while the White House has produced a bullet-point outline of its second-term agenda, this week’s convention itself has little content planned other than cultural grievance and worshipful praise for the president. As one veteran congressional aide told Politico, the only thing Republicans believe now is “Owning the libs and pissing off the media.”",The New York Times,2020-08-25 09:00:14+00:00
5046,DeJoy defends postal changes as Trump continues to attack voting by mail.,,"Louis DeJoy, the postmaster general, told Congress on Monday that the Postal Service could be trusted to carry out the largest vote-by-mail program in American history without political bias, even as President Trump repeated baseless accusations that mail-in voting would be used by his rivals to rig the November election against him.",The New York Times,2020-08-25 14:28:20+00:00
5047,Trump’s party is embracing the grievances of its base.,,"President Trump and his advisers had talked up how they planned to present a sunny, uplifting and optimistic vision of America at this week’s Republican National Convention, but the first day of festivities was filled with brooding warnings of a dark Democratic future.",The New York Times,2020-08-25 14:00:59+00:00
5048,He Helped Fellow Immigrants See the World. Now His Business Is Sinking.,"Small, minority-owned travel agencies in New York, already pummeled by internet websites, are facing further devastation because of the pandemic.","Ahmed Al-Hassan was country-hopping in Africa when the coronavirus pandemic shut down travel across much of the continent. He and his wife, Rosy, faced an indefinite stay at an airport in Nairobi, Kenya, with no easy way to return home to New York.",The New York Times,2020-08-24 09:00:16+00:00
5049,"Not the Convention, or the Election, North Carolina Republicans Hoped For","The G.O.P. was supposed to be celebrating in the state this week. Instead, it is trying to hold on to a Senate seat and lift President Trump’s low poll numbers.","[Our guide to tonight’s RNC schedule and speakers, including where and how to watch.]",The New York Times,2020-08-24 09:00:24+00:00
5050,"The Girl Scout Uniform, Updated for Gen Z","A stylish utility vest. Leggings. Denim. For the first time in decades, the Girl Scouts are getting new clothes.","A vest designed for the modern Girl Scout must have pockets, and those pockets must be large enough to fit the largest model of the iPhone.",The New York Times,2020-08-25 09:00:23+00:00
5051,Trump’s supporters dismiss behavior that many of his critics find disqualifying.,,"For Democrats and many independents, President Trump has shattered the norms of presidential behavior with racist tweets and divisive policies; his use of federal agencies to advance his personal interests; and, perhaps most important, his detachment from managing the coronavirus pandemic, which has killed more than 175,000 Americans.",The New York Times,2020-08-25 19:17:46+00:00
5052,"Jon Meacham on John Lewis, the Legend and the Man",Meacham’s “His Truth Is Marching On” tells the story of the young John Lewis up to the time he entered Congress.,HIS TRUTH IS MARCHING ONJohn Lewis and the Power of HopeBy Jon Meacham,The New York Times,2020-08-25 09:00:07+00:00
5053,LeBron James and a Multimillion-Dollar Push for More Poll Workers,"More Than a Vote, a group of athletes headlined by LeBron James, is launching a campaign to address poll worker shortages and the need to keep polling stations open in Black electoral districts.","More Than a Vote, a collective of athletes headlined by LeBron James that is fighting to combat voter suppression, will announce a multimillion-dollar initiative to increase the number of poll workers in Black electoral districts ahead of November’s general election.",The New York Times,2020-08-24 17:45:28+00:00
